;timestamp;state;settlement_price;open_interest;min_price;max_price;mark_price;last_price;instrument_name;index_price;funding_8h;estimated_delivery_price;current_funding;best_bid_price;best_bid_amount;best_ask_price;best_ask_amount;stats.volume_usd;stats.volume;stats.price_change;stats.low;stats.high;underlying_price;underlying_index;mark_iv;interest_rate;bid_iv;ask_iv;greeks.vega;greeks.theta;greeks.rho;greeks.gamma;greeks.delta;t;strike;expiration;m
BTC-24JUN22-30000-C;1649518262006;open;0.31682839;180.7;0.0001;0.8175;0.317781;0.351;BTC-24JUN22-30000-C;42364.53;;42364.53;;0.297;12.0;0.35;9.0;;9.2;0.0;0.351;0.351;42691.71;BTC-24JUN22;73.06;0.0;0.0;104.91;36.54243;-17.63703;50.66063;1e-05;0.89005;75.0;30000.0;1.6560648e+18;0.7079813092934346
BTC-22APR22-35000-P;1649518262008;open;0.00125102;519.9;0.0001;0.5025;0.00266109;0.002;BTC-22APR22-35000-P;42364.53;;42364.53;;0.0;0.0;0.003;11.4;;36.0;0.0;0.002;0.002;42368.89;BTC-22APR22;64.8;0.0;0.0;66.5;8.18598;-20.90578;-0.77998;2e-05;-0.0503;12.0;35000.0;1.6506216e+18;0.8259781941756738
BTC-24JUN22-55000-C;1649518262009;open;0.06916726;424.8;0.0001;0.5525;0.05291591;0.0685;BTC-24JUN22-55000-C;42364.53;;42364.53;;0.0525;8.2;0.0;0.0;;;;;;42690.92;BTC-24JUN22;76.14;0.0;75.88;0.0;66.40029;-33.40092;20.86985;2e-05;0.28867;75.0;55000.0;1.6560648e+18;1.2979657337046302
BTC-30SEP22-300000-C;1649518262006;open;0.00257102;470.6;0.0001;0.501;0.0014399;0.0015;BTC-30SEP22-300000-C;42364.53;;42364.53;;0.0015;0.9;0.0;0.0;;;;;;43444.68;BTC-30SEP22;100.96;0.0;101.36;0.0;6.29691;-1.83005;1.27851;0.0;0.00762;173.0;300000.0;1.664532e+18;7.079813092934346
BTC-30SEP22-60000-P;1649518262007;open;0.48188267;288.1;0.0001;0.959;0.45926751;0.3775;BTC-30SEP22-60000-P;42364.53;;42364.53;;0.0;0.0;0.6815;0.1;;10.0;297.3684;0.095;0.3775;43444.68;BTC-30SEP22;67.63;0.0;0.0;150.02;107.61579;-20.95134;-234.86217;2e-05;-0.67681;173.0;60000.0;1.664532e+18;1.4159626185868692
BTC-30SEP22-50000-C;1649518262006;open;0.15789562;671.8;0.0001;0.63;0.13007116;0.141;BTC-30SEP22-50000-C;42364.53;;42364.53;;0.1295;0.9;0.131;0.6;;;;;;43444.68;BTC-30SEP22;67.05;0.0;66.84;67.39;119.24489;-23.01663;70.49514;2e-05;0.47107;173.0;50000.0;1.664532e+18;1.1799688488223912
BTC-24JUN22-25000-C;1649518262006;open;0.44615977;119.5;0.0001;0.923;0.42305079;0.4005;BTC-24JUN22-25000-C;42364.53;;42364.53;;0.4005;10.0;0.447;10.0;;42.9;-10.2018;0.001;0.446;42691.71;BTC-24JUN22;79.97;0.0;0.0;116.58;19.82865;-10.47524;46.7096;1e-05;0.95069;75.0;25000.0;1.6560648e+18;0.5899844244111956
BTC-11APR22-46000-C;1649518262008;open;;0.0;0.0001;0.503;0.00336556;;BTC-11APR22-46000-C;42364.53;;42364.53;;0.0;0.0;0.0005;12.0;;;;;;42368.64209074;SYN.BTC-11APR22;95.99;0.0;0.0;63.7;5.40887;-142.5942;0.2084;7e-05;0.1098;1.0;46000.0;1.6496712e+18;1.0855713409166
BTC-29APR22-40000-P;1649518262008;open;0.02637318;300.8;0.0001;0.527;0.02723725;0.0265;BTC-29APR22-40000-P;42364.53;;42364.53;;0.027;2.2;0.028;12.0;;26.0;-10.1695;0.022;0.0295;42431.82;BTC-29APR22;56.56;0.0;56.25;57.48;34.43092;-49.45699;-7.5644;6e-05;-0.30327;19.0;40000.0;1.6512264e+18;0.9439750790579129
BTC-30SEP22-80000-C;1649518262007;open;0.05872234;274.5;0.0001;0.5575;0.05790168;0.053;BTC-30SEP22-80000-C;42364.53;;42364.53;;0.0525;22.8;0.064;24.9;;;;;;43444.68;BTC-30SEP22;84.19;0.0;81.52;87.1;89.50988;-21.69405;34.20667;1e-05;0.22337;173.0;80000.0;1.664532e+18;1.8879501581158258
BTC-30SEP22-50000-P;1649518262006;open;0.30492401;331.1;0.0001;0.7805;0.28097331;0.5015;BTC-30SEP22-50000-P;42364.53;;42364.53;;0.248;29.5;0.0;0.0;;4.3;100.6;0.248;0.502;43444.68;BTC-30SEP22;67.05;0.0;54.97;0.0;119.24489;-23.01663;-167.43199;2e-05;-0.52893;173.0;50000.0;1.664532e+18;1.1799688488223912
BTC-30DEC22-50000-P;1649518263013;open;0.30050467;179.3;0.0001;0.802;0.30247628;0.131;BTC-30DEC22-50000-P;42365.76;;42365.76;;0.2515;7.0;0.0;0.0;;2.1;-54.9828;0.131;0.291;44081.38;BTC-30DEC22;64.07;0.0;49.05;0.0;149.62497;-18.10881;-251.187;2e-05;-0.4833;264.0;50000.0;1.6723944e+18;1.1799688488223912
BTC-30DEC22-25000-C;1649518263016;open;0.47965386;126.3;0.0001;0.9775;0.47793046;0.5115;BTC-30DEC22-25000-C;42365.76;;42365.76;;0.451;12.0;0.0;0.0;;24.0;0.0;0.5115;0.5115;44082.61;BTC-30DEC22;73.27;0.0;54.26;0.0;71.0684;-9.83703;131.39095;1e-05;0.88895;264.0;25000.0;1.6723944e+18;0.5899844244111956
BTC-29APR22-45000-P;1649518263015;open;0.0862552;139.5;0.0001;0.586;0.08600432;0.0865;BTC-29APR22-45000-P;42365.76;;42365.76;;0.083;12.0;0.088;6.9;;41.4;18.4932;0.073;0.0865;42432.28;BTC-29APR22;52.45;0.0;48.89;54.81;35.97419;-47.92567;-17.14784;7e-05;-0.66326;19.0;45000.0;1.6512264e+18;1.061971963940152
BTC-30SEP22-250000-C;1649518263013;open;0.00268664;194.7;0.0001;0.501;0.00121343;0.0015;BTC-30SEP22-250000-C;42365.76;;42365.76;;0.001;3.7;0.0;0.0;;180.0;0.0;0.0015;0.0015;43444.09;BTC-30SEP22;91.52;0.0;89.82;0.0;5.85363;-1.54219;1.20011;0.0;0.00702;173.0;250000.0;1.664532e+18;5.899844244111955
BTC-27MAY22-55000-C;1649518263016;open;0.0304239;18.9;0.0001;0.5125;0.01253166;0.0335;BTC-27MAY22-55000-C;42365.76;;42365.76;;0.012;12.0;0.013;12.0;;;;;;42514.34;BTC-27MAY22;57.95;0.0;57.24;58.55;32.5723;-19.79022;6.54525;2e-05;0.13037;47.0;55000.0;1.6536456e+18;1.2979657337046302
BTC-29APR22-60000-P;1649518263015;open;0.41738269;27.5;0.0001;0.9205;0.4207764;0.0005;BTC-29APR22-60000-P;42365.76;;42365.76;;0.0005;0.1;0.0;0.0;;1.0;0.0;0.0005;0.0005;42432.28;BTC-29APR22;95.73;0.0;0.0;0.0;13.79737;-33.54454;-30.82424;1e-05;-0.92607;19.0;60000.0;1.6512264e+18;1.4159626185868692
BTC-30DEC22-100000-C;1649518263014;open;0.05939856;409.1;0.0001;0.5585;0.05895895;0.062;BTC-30DEC22-100000-C;42365.76;;42365.76;;0.0335;0.8;0.0;0.0;;;;;;44082.61;BTC-30DEC22;81.63;0.0;69.86;0.0;106.05045;-16.35268;46.05841;1e-05;0.20304;264.0;100000.0;1.6723944e+18;2.3599376976447823
BTC-24JUN22-150000-P;1649518263013;open;2.52747001;61.7;2.036;3.0355;2.53592548;2.803;BTC-24JUN22-150000-P;42365.76;;42365.76;;0.0005;0.1;0.0;0.0;;;;;;42690.89;BTC-24JUN22;160.0;0.0;0.0;0.0;30.73933;-32.49108;-305.33373;1e-05;-0.91316;75.0;150000.0;1.6560648e+18;3.539906546467173
BTC-24JUN22-70000-C;1649518263375;open;0.21478302;1505.1;0.0001;0.5265;0.0265565;0.0085;BTC-24JUN22-70000-C;42365.76;;42365.76;;0.0075;12.0;0.0085;3.9;;62.3;-62.2222;0.008;0.0225;42692.02;BTC-24JUN22;88.08;0.0;65.2;66.88;45.51954;-26.48578;11.01248;1e-05;0.15095;75.0;70000.0;1.6560648e+18;1.6519563883513475
BTC-15APR22-50000-P;1649518263013;open;0.17809466;51.9;0.0001;0.68;0.1803379;0.023;BTC-15APR22-50000-P;42365.76;;42365.76;;0.0;0.0;0.7775;4.0;;1.0;0.0;0.023;0.023;42377.01;BTC-15APR22;60.62;0.0;0.0;500.0;2.10012;-11.1939;-7.68826;1e-05;-0.98415;5.0;50000.0;1.6500168e+18;1.1799688488223912
BTC-22APR22-50000-C;1649518263013;open;0.00298506;97.4;0.0001;0.5015;0.001854;0.0015;BTC-22APR22-50000-C;42365.76;;42365.76;;0.0015;12.0;0.002;2.8;;94.7;-62.5;0.0015;0.004;42368.83;BTC-22APR22;51.82;0.0;49.81;52.6;7.86983;-16.07367;0.67785;2e-05;0.04788;12.0;50000.0;1.6506216e+18;1.1799688488223912
BTC-11APR22-44000-P;1649518263014;open;;0.0;0.0001;0.55;0.05011849;;BTC-11APR22-44000-P;42365.76;;42365.76;;0.0;0.0;0.0635;0.1;;;;;;42367.85207465;SYN.BTC-11APR22;95.99;0.0;0.0;149.92;9.89553;-281.54513;-1.48379;0.00012;-0.7077;1.0;44000.0;1.6496712e+18;1.0383725869637042
BTC-22APR22-40000-P;1649518263013;open;0.00934917;101.0;0.0001;0.5175;0.01786044;0.016;BTC-22APR22-40000-P;42365.76;;42365.76;;0.0;0.0;0.018;12.0;;17.1;3100.0;0.0005;0.017;42368.83;BTC-22APR22;54.98;0.0;0.0;55.19;26.1216;-56.59585;-4.24044;8e-05;-0.27008;12.0;40000.0;1.6506216e+18;0.9439750790579129
BTC-30DEC22-60000-P;1649518264022;open;0.5000677;133.7;0.0001;0.9825;0.48279593;0.7545;BTC-30DEC22-60000-P;42367.16;;42367.16;;0.01;12.0;0.0;0.0;;8.0;83.1311;0.412;0.7555;44084.16;BTC-30DEC22;67.21;0.0;0.0;0.0;145.07228;-18.4197;-346.00826;2e-05;-0.59961;264.0;60000.0;1.6723944e+18;1.4159626185868692
BTC-27MAY22-25000-P;1649518264020;open;0.00263706;10.8;0.0001;0.5025;0.00263328;0.005;BTC-27MAY22-25000-P;42367.16;;42367.16;;0.0;0.0;0.0;0.0;;;;;;42514.42;BTC-27MAY22;78.82;0.0;0.0;0.0;8.19655;-6.77427;-1.39178;0.0;-0.02242;47.0;25000.0;1.6536456e+18;0.5899844244111956
BTC-24JUN22-40000-C;1649518264021;open;0.1444134;1005.6;0.0001;0.6475;0.14752493;0.1475;BTC-24JUN22-40000-C;42367.16;;42367.16;;0.0;0.0;0.1495;10.7;;73.8;-0.6734;0.1475;0.1485;42693.42;BTC-24JUN22;64.61;0.0;0.0;65.76;72.46569;-30.93056;43.93111;3e-05;0.64379;75.0;40000.0;1.6560648e+18;0.9439750790579129
BTC-22APR22-46000-P;1649518264020;open;0.07373429;100.8;0.0001;0.5955;0.09574596;0.164;BTC-22APR22-46000-P;42367.16;;42367.16;;0.06;0.2;0.164;0.1;;28.9;173.3333;0.06;0.164;42369.99;BTC-22APR22;49.94;0.0;0.0;150.35;22.21444;-43.72441;-13.1693;7e-05;-0.7985;12.0;46000.0;1.6506216e+18;1.0855713409166
BTC-22APR22-42000-P;1649518264020;open;0.02047002;46.2;0.0001;0.534;0.03439653;0.033;BTC-22APR22-42000-P;42367.16;;42367.16;;0.0335;2.2;0.0345;3.2;;31.2;34.6939;0.0005;0.033;42369.99;BTC-22APR22;52.14;0.0;50.94;52.29;31.21136;-64.13087;-7.05686;0.0001;-0.44479;12.0;42000.0;1.6506216e+18;0.9911738330108085
BTC-30DEC22-50000-C;1649518264020;open;0.16878852;429.7;0.0001;0.668;0.16822015;0.1805;BTC-30DEC22-50000-C;42367.16;;42367.16;;0.0;0.0;0.1805;6.5;;1.4;0.0;0.1805;0.1805;44082.76;BTC-30DEC22;64.07;0.0;0.0;67.69;149.6293;-18.10934;111.40497;2e-05;0.51673;264.0;50000.0;1.6723944e+18;1.1799688488223912
BTC-11APR22-43000-P;1649518264022;open;;100.0;0.0001;0.521;0.02114758;0.0401;BTC-11APR22-43000-P;42367.16;;42367.16;;0.0195;1.6;0.021;2.6;;400.0;4.1558;0.0385;0.0405;42369.09688924;SYN.BTC-11APR22;45.0;0.0;38.08;44.39;10.29936;-137.3813;-1.373;0.00028;-0.68006;1.0;43000.0;1.6496712e+18;1.0147732099872564
BTC-24JUN22-55000-P;1649518264020;open;0.3542254;124.7;0.0001;0.841;0.34124389;0.358;BTC-24JUN22-55000-P;42367.16;;42367.16;;0.288;10.0;0.358;0.1;;14.1;24.0901;0.2885;0.358;42692.02;BTC-24JUN22;76.14;0.0;0.0;86.61;66.40475;-33.40316;-93.17652;2e-05;-0.71131;75.0;55000.0;1.6560648e+18;1.2979657337046302
BTC-15APR22-48000-P;1649518264020;open;0.13323071;73.1;0.0001;0.633;0.13333336;0.05;BTC-15APR22-48000-P;42367.16;;42367.16;;0.0;0.0;0.731;4.0;;1.0;0.0;0.05;0.05;42378.47;BTC-15APR22;50.99;0.0;0.0;500.0;3.30771;-14.82965;-7.30384;2e-05;-0.9729;5.0;48000.0;1.6500168e+18;1.1327700948694954
BTC-27MAY22-30000-C;1649518264022;open;0.30419786;135.3;0.0001;0.802;0.30224717;0.3905;BTC-27MAY22-30000-C;42367.16;;42367.16;;0.0005;0.1;0.0;0.0;;;;;;42514.42;BTC-27MAY22;69.51;0.0;0.0;0.0;19.51097;-14.22091;35.13857;1e-05;0.93489;47.0;30000.0;1.6536456e+18;0.7079813092934346
BTC-22APR22-60000-C;1649518264020;open;0.0005812;104.6;0.0001;0.5;0.00031992;0.001;BTC-22APR22-60000-C;42367.16;;42367.16;;0.0;0.0;0.0005;12.0;;;;;;42369.99;BTC-22APR22;74.35;0.0;0.0;78.38;1.60407;-4.70046;0.1033;0.0;0.00733;12.0;60000.0;1.6506216e+18;1.4159626185868692
BTC-29APR22-45000-C;1649518265027;open;0.02805936;550.6;0.0001;0.525;0.02549156;0.0255;BTC-29APR22-45000-C;42367.01;;42367.01;;0.025;12.2;0.026;6.4;;29.5;-33.7662;0.0255;0.0385;42433.25;BTC-29APR22;52.45;0.0;51.88;53.06;35.97786;-47.93056;7.12513;7e-05;0.33681;19.0;45000.0;1.6512264e+18;1.061971963940152
BTC-30SEP22-200000-C;1649518265027;open;0.00639786;168.4;0.0001;0.502;0.00220942;0.0025;BTC-30SEP22-200000-C;42367.01;;42367.01;;0.0015;7.0;0.0;0.0;;108.0;0.0;0.0025;0.0025;43447.0;BTC-30SEP22;87.19;0.0;83.59;0.0;9.77976;-2.45477;2.15261;0.0;0.01262;173.0;200000.0;1.664532e+18;4.719875395289565
BTC-30SEP22-40000-C;1649518265029;open;0.20181544;537.3;0.0001;0.707;0.20745475;0.233;BTC-30SEP22-40000-C;42367.01;;42367.01;;0.176;1.7;0.245;91.6;;;;;;43446.85;BTC-30SEP22;62.87;0.0;50.45;77.73;110.0417;-19.91656;93.17693;2e-05;0.65816;173.0;40000.0;1.664532e+18;0.9439750790579129
BTC-31MAR23-150000-P;1649518265028;open;2.37816064;1.0;1.8805;2.88;2.3803649;2.1285;BTC-31MAR23-150000-P;42367.01;;42367.01;;0.0;0.0;0.0;0.0;;;;;;44685.37;BTC-31MAR23;72.59;0.0;0.0;0.0;72.51856;-7.40033;-1432.09551;1e-05;-0.9085;355.0;150000.0;1.6802568e+18;3.539906546467173
BTC-31MAR23-55000-C;1649518265029;open;0.20472724;0.1;0.0001;0.7035;0.20351621;0.223;BTC-31MAR23-55000-C;42367.01;;42367.01;;0.0;0.0;0.0;0.0;;;;;;44685.37;BTC-31MAR23;71.15;0.0;0.0;0.0;175.70895;-17.57455;138.73733;1e-05;0.52213;355.0;55000.0;1.6802568e+18;1.2979657337046302
BTC-24JUN22-35000-C;1649518266034;open;0.2177709;348.4;0.0001;0.7195;0.21963708;0.221;BTC-24JUN22-35000-C;42367.39;;42367.39;;0.0;0.0;0.227;3.2;;31.5;-18.1481;0.221;0.27;42692.94;BTC-24JUN22;64.61;0.0;0.0;70.2;55.30453;-23.60566;50.89904;2e-05;0.79458;75.0;35000.0;1.6560648e+18;0.8259781941756738
BTC-30SEP22-100000-C;1649518266036;open;0.03168329;196.8;0.0001;0.5285;0.02898751;0.0145;BTC-30SEP22-100000-C;42367.39;;42367.39;;0.013;12.0;0.0;0.0;;11.0;0.0;0.0145;0.0145;43447.02;BTC-30SEP22;84.19;0.0;70.77;0.0;62.07564;-15.04496;20.07838;1e-05;0.1261;173.0;100000.0;1.664532e+18;2.3599376976447823
BTC-30SEP22-300000-P;1649518266034;open;5.88474138;9.8;5.335;6.601;5.90640497;6.195;BTC-30SEP22-300000-P;42367.39;;42367.39;;0.0005;0.1;0.0;0.0;;;;;;43447.02;BTC-30SEP22;100.96;0.0;0.0;0.0;6.29843;-1.83049;-1426.28394;0.0;-0.99237;173.0;300000.0;1.664532e+18;7.079813092934346
BTC-30DEC22-45000-P;1649518266034;open;0.2366768;190.4;0.0001;0.7375;0.23773147;0.2365;BTC-30DEC22-45000-P;42367.39;;42367.39;;0.236;0.3;0.242;0.3;;1.0;0.0;0.2365;0.2365;44084.13;BTC-30DEC22;67.09;0.0;66.57;68.39;145.16958;-18.39847;-204.32704;2e-05;-0.40142;264.0;45000.0;1.6723944e+18;1.061971963940152
BTC-30SEP22-25000-C;1649518266034;open;0.45381147;67.0;0.0001;0.954;0.45424683;0.0005;BTC-30SEP22-25000-C;42367.39;;42367.39;;0.0;0.0;0.483;11.0;;20.9;0.0;0.0005;0.0005;43447.02;BTC-30SEP22;76.4;0.0;0.0;98.45;50.54872;-11.11708;93.24714;1e-05;0.90527;173.0;25000.0;1.664532e+18;0.5899844244111956
BTC-11APR22-40000-C;1649518266036;open;;0.0;0.0001;0.5565;0.05664541;;BTC-11APR22-40000-C;42367.39;;42367.39;;0.0;0.0;0.0;0.0;;;;;;42370.36761969;SYN.BTC-11APR22;51.35;0.0;0.0;0.0;2.86583;-43.62311;1.75358;7e-05;0.9522;1.0;40000.0;1.6496712e+18;0.9439750790579129
BTC-31MAR23-25000-C;1649518266034;open;0.52031034;0.0;0.0195;1.019;0.51905275;;BTC-31MAR23-25000-C;42367.39;;42367.39;;0.0;0.0;0.0;0.0;;;;;;44685.27;BTC-31MAR23;81.21;0.0;0.0;0.0;93.43396;-10.66688;152.71699;1e-05;0.86976;355.0;25000.0;1.6802568e+18;0.5899844244111956
BTC-29APR22-50000-P;1649518266035;open;0.18600218;163.5;0.0001;0.6855;0.18551651;0.254;BTC-29APR22-50000-P;42367.39;;42367.39;;0.0155;10.0;0.254;0.1;;10.2;159.1837;0.098;0.2555;42432.9;BTC-29APR22;56.52;0.0;0.0;147.78;19.49203;-27.97956;-24.43005;4e-05;-0.8819;19.0;50000.0;1.6512264e+18;1.1799688488223912
BTC-29APR22-60000-C;1649518266034;open;0.00645491;1303.9;0.0001;0.5065;0.00674552;0.007;BTC-29APR22-60000-C;42367.39;;42367.39;;0.007;753.8;0.0;0.0;;5.1;0.0;0.007;0.007;42432.9;BTC-29APR22;95.73;0.0;96.5;0.0;13.79888;-33.54822;1.53784;1e-05;0.07394;19.0;60000.0;1.6512264e+18;1.4159626185868692
BTC-31MAR23-30000-C;1649518266036;open;0.45529021;10.8;0.0001;0.9535;0.45397714;0.486;BTC-31MAR23-30000-C;42367.39;;42367.39;;0.391;12.0;0.0;0.0;;;;;;44685.27;BTC-31MAR23;81.21;0.0;56.51;0.0;117.60118;-13.42593;157.36811;1e-05;0.81537;355.0;30000.0;1.6802568e+18;0.7079813092934346
BTC-24JUN22-65000-P;1649518267042;open;0.56563682;133.3;0.06;1.0595;0.55961061;0.86;BTC-24JUN22-65000-P;42367.19;;42367.19;;0.001;2.0;0.0;0.0;;;;;;42693.17;BTC-24JUN22;88.08;0.0;0.0;0.0;54.15791;-31.51206;-120.5099;2e-05;-0.80164;75.0;65000.0;1.6560648e+18;1.5339595034691085
BTC-15APR22-45000-P;1649518267042;open;0.07061382;58.1;0.0001;0.5665;0.06655429;0.0645;BTC-15APR22-45000-P;42367.19;;42367.19;;0.064;9.5;0.069;9.2;;40.5;48.2759;0.0435;0.0665;42378.7;BTC-15APR22;46.61;0.0;36.9;54.14;12.7679;-52.3246;-5.99857;0.0001;-0.84194;5.0;45000.0;1.6500168e+18;1.061971963940152
BTC-31MAR23-100000-C;1649518267042;open;0.04574815;250.0;0.0001;0.556;0.05634541;0.059;BTC-31MAR23-100000-C;42367.19;;42367.19;;0.0535;12.0;0.0585;3.6;;4.5;0.0;0.059;0.059;44685.67;BTC-31MAR23;68.77;0.0;67.72;69.55;122.92443;-11.88338;61.88571;1e-05;0.19846;355.0;100000.0;1.6802568e+18;2.3599376976447823
BTC-24JUN22-150000-C;1649518267042;open;0.022766;380.2;0.0001;0.522;0.02236464;0.001;BTC-24JUN22-150000-C;42367.19;;42367.19;;0.0005;12.0;0.0;0.0;;24.0;0.0;0.001;0.001;42693.17;BTC-24JUN22;160.0;0.0;96.47;0.0;30.74404;-32.49606;5.70896;1e-05;0.08685;75.0;150000.0;1.6560648e+18;3.539906546467173
BTC-15APR22-60000-P;1649518267045;open;0.41284579;4.0;0.0001;0.916;0.41614236;0.0705;BTC-15APR22-60000-P;42367.19;;42367.19;;0.062;4.0;1.012;0.3;;1.0;0.0;0.0705;0.0705;42378.5;BTC-15APR22;111.67;0.0;0.0;500.0;1.11577;-10.95496;-9.29984;0.0;-0.99234;5.0;60000.0;1.6500168e+18;1.4159626185868692
BTC-22APR22-48000-P;1649518267042;open;0.11265253;85.7;0.0001;0.6365;0.13699376;0.1945;BTC-22APR22-48000-P;42367.19;;42367.19;;0.0;0.0;0.1965;0.1;;30.8;80.9302;0.1;0.196;42371.15;BTC-22APR22;49.94;0.0;0.0;149.97;13.65954;-26.88592;-15.3018;4e-05;-0.90201;12.0;48000.0;1.6506216e+18;1.1327700948694954
BTC-27MAY22-30000-P;1649518267042;open;0.00856425;370.8;0.0001;0.5075;0.0079075;0.0005;BTC-27MAY22-30000-P;42367.19;;42367.19;;0.0;0.0;0.0075;0.3;;1.0;0.0;0.0005;0.0005;42515.98;BTC-27MAY22;69.51;0.0;0.0;68.62;19.50738;-14.21829;-4.05504;1e-05;-0.0651;47.0;30000.0;1.6536456e+18;0.7079813092934346
BTC-30DEC22-200000-C;1649518267042;open;0.02251437;140.3;0.0001;0.5165;0.01651756;0.007;BTC-30DEC22-200000-C;42367.19;;42367.19;;0.006;9.7;0.07;6.0;;12.4;0.0;0.007;0.007;44084.34;BTC-30DEC22;92.44;0.0;79.3;124.19;46.63743;-8.14355;14.96033;0.0;0.06331;264.0;200000.0;1.6723944e+18;4.719875395289565
BTC-27MAY22-50000-P;1649518267043;open;0.22381561;84.9;0.0001;0.7035;0.20365579;0.207;BTC-27MAY22-50000-P;42367.19;;42367.19;;0.2;3.2;0.208;3.2;;17.5;3.5;0.2;0.207;42515.98;BTC-27MAY22;57.2;0.0;53.95;60.93;48.62302;-29.16055;-53.08472;4e-05;-0.75203;47.0;50000.0;1.6536456e+18;1.1799688488223912
BTC-30DEC22-150000-C;1649518267045;open;0.02658135;94.7;0.0001;0.526;0.02634518;0.0175;BTC-30DEC22-150000-C;42367.19;;42367.19;;0.012;7.5;0.0;0.0;;;;;;44084.34;BTC-30DEC22;86.82;0.0;75.04;0.0;65.45196;-10.73409;23.26009;1e-05;0.0991;264.0;150000.0;1.6723944e+18;3.539906546467173
BTC-30DEC22-20000-P;1649518267042;open;0.03986444;382.7;0.0001;0.5405;0.04050479;0.0215;BTC-30DEC22-20000-P;42367.19;;42367.19;;0.024;2.0;0.0;0.0;;137.5;2.381;0.021;0.0235;44084.54;BTC-30DEC22;91.47;0.0;77.35;0.0;55.88348;-9.6563;-38.56758;0.0;-0.08014;264.0;20000.0;1.6723944e+18;0.47198753952895645
BTC-11APR22-40000-P;1649518267044;open;;100.0;0.0001;0.5005;0.00070098;0.0098;BTC-11APR22-40000-P;42367.19;;42367.19;;0.0005;12.0;0.001;10.0;;350.0;-14.0351;0.0094;0.0114;42370.75056952;SYN.BTC-11APR22;51.35;0.0;48.1;55.36;2.86462;-29.70108;-0.09492;7e-05;-0.04778;1.0;40000.0;1.6496712e+18;0.9439750790579129
BTC-27MAY22-35000-P;1649518267042;open;0.0293253;179.6;0.0001;0.5245;0.02480805;0.0255;BTC-27MAY22-35000-P;42367.19;;42367.19;;0.0245;12.0;0.0;0.0;;50.3;6.25;0.024;0.0255;42515.98;BTC-27MAY22;65.56;0.0;65.23;0.0;39.43736;-27.1112;-11.03052;3e-05;-0.17377;47.0;35000.0;1.6536456e+18;0.8259781941756738
BTC-30DEC22-40000-C;1649518268048;open;0.27700244;696.6;0.0001;0.754;0.2544532;0.2305;BTC-30DEC22-40000-C;42367.25;;42367.25;;0.0;0.0;0.2785;12.0;;609.1;-15.6913;0.2305;0.2775;44084.38;BTC-30DEC22;64.05;0.0;0.0;71.91;135.28609;-16.36778;134.12169;1e-05;0.67399;264.0;40000.0;1.6723944e+18;0.9439750790579129
BTC-30SEP22-70000-C;1649518268048;open;0.07608573;280.0;0.0001;0.5645;0.0646444;0.048;BTC-30SEP22-70000-C;42367.25;;42367.25;;0.046;5.7;0.085;30.0;;11.4;0.0;0.048;0.048;43447.48;BTC-30SEP22;76.16;0.0;67.4;84.93;97.10749;-21.2916;40.27344;1e-05;0.25944;173.0;70000.0;1.664532e+18;1.6519563883513475
