Date;Positions;Spot;Price_digital;Price_spread;Delta_digital;Delta_spread;Gamma_digital;Gamma_spread;Vega_digital;Vega_spread;Theta_digital;Theta_spread;Rho_digital;Rho_spread
07/04/2022;Options;43503.847656;-11632.817636455371;-24006.429598323506;-0.07357197532203906;-0.06175512363051423;-0.0038966057686886046;-8.208303563066551e-05;-28.43196165577857;7.214133040927935;77910.45156677258;-2.1013919405193513;-9.460067389758407;-6.3737929183541375
07/04/2022;Delta_hedge;43503.847656;3200.6640061609787;2686.585490399337;-0.26739744328915666;-0.5518231350052222;0;0;0;0;0;0;0;0
07/04/2022;Cash;43503.847656;28432.153630294393;41319.84410792417;0;0;0;0;0;0;0;0;0;0
07/04/2022;Portfolio;43503.847656;20000.0;20000.0;0.0;0.0;0.002266425215415727;9.852603080421257e-05;16.53719124941819;-8.659278847998797;-45315.90375250771;2.522345883928111;5.502361938681896;7.650600548438076
08/04/2022;Options;42287.664063;-9266.676103134723;-19822.82688790187;-0.0737422420322731;-0.07174242525568363;-0.0014741477715780628;-0.000424259536302678;-15.279225635928638;2.2225421223825497;25493.213221284448;14.56484036629494;-8.362211792097183;-6.533915906389701
08/04/2022;Delta_hedge;42287.664063;3118.387158313203;3033.819578277236;-0.21913426311108752;-0.4687614538927924;0;0;0;0;0;0;0;0
08/04/2022;Cash;42287.664063;28514.430478142167;40972.61002004627;0;0;0;0;0;0;0;0;0;0
08/04/2022;Portfolio;42287.664063;22366.141533320646;24183.602710421634;0.0;0.0;0.0046640793356596925;0.0005107206202372595;35.90584830446436;-16.144336571273595;-91606.0330208378;-7.766521643730342;13.305128436530671;18.009918169152762
09/04/2022;Options;42782.136719;-9478.64047225366;-21030.092139412915;-0.07234599794880868;-0.07079595615293595;-0.0024074599879782134;-1.3777774966488897e-05;-13.699897398774095;3.8715478065651667;42975.409768166995;-4.809860248889651;-6.361301673403692;-4.625898187458993
09/04/2022;Delta_hedge;42782.136719;3095.1163753184264;3028.8022752872353;-0.22155603247474304;-0.4915624546184302;0;0;0;0;0;0;0;0
09/04/2022;Cash;42782.136719;28537.701261136943;40977.62732303627;0;0;0;0;0;0;0;0;0;0
09/04/2022;Portfolio;42782.136719;22154.17716420171;22976.33745891059;0.0;0.0;0.010447436754247122;0.0010877224045560457;78.36025500681146;-37.52884688267954;-203351.96494321132;-11.946775417394866;29.586531609839927;42.14651175547757
10/04/2022;Options;42207.671875;-8561.796651052378;-16731.140683985974;-0.06620081165175996;-0.05799676385055097;0.0023940626296163822;0.0008632392762542368;1.06713888429562;4.056360443829649;-48409.92794818569;-51.56292811503204;-4.699302672011725;-4.5588889393554926
10/04/2022;Delta_hedge;42207.671875;2794.182136056161;2447.908378415917;-0.20284929897125198;-0.3964004632507576;0;0;0;0;0;0;0;0
10/04/2022;Cash;42207.671875;28838.635500399207;41558.52121990759;0;0;0;0;0;0;0;0;0;0
10/04/2022;Portfolio;42207.671875;23071.02098540299;27275.288914337536;0.0;-4.1681258841535264e-18;0.01917605867577427;0.001303039406624232;150.09640536372615;-65.71583691452398;-372576.27057488763;11.50199795442616;58.56546186888251;73.80381458648635
11/04/2022;Options;39521.902344;-4455.549370942102;-10389.89490431485;-0.17509906878735382;-0.09239730108159384;0.004861358114978515;-4.951703910713386e-05;-5.921889312089477;-9.91425473361861;-112659.86685408808;-7.17725316588949;-6.229975138368724;-5.114652232681844
11/04/2022;Delta_hedge;39521.902344;6920.248297139136;3651.7171101959175;-0.11273620718357244;-0.2628895444829767;0;0;0;0;0;0;0;0
11/04/2022;Cash;39521.902344;24712.56933931623;40354.71248812759;0;0;0;0;0;0;0;0;0;0
11/04/2022;Portfolio;39521.902344;27177.268265513263;33616.53469400866;0.0;-3.3818726039563493e-18;0.03176045784764955;0.0021297861319995604;255.80716348086327;-103.57488786807963;-614096.6101614733;20.882924045664804;100.45483360322557;121.34449514065851
12/04/2022;Options;40127.18;-6300.25247780863;-11830.105728754215;-0.04415410908832201;-0.08131769020190066;-0.012742735137577831;-0.0031808465058004924;-19.815850561621826;-6.833607816482406;267755.5284732569;175.41206104899243;-1.3148829470421712;-2.8846722956873467
12/04/2022;Delta_hedge;40127.18;1771.7798831267332;3263.0495919159043;-0.15700710784581998;-0.29481527804231983;0;0;0;0;0;0;0;0
12/04/2022;Cash;40127.18;29861.03775332863;40743.3800064076;0;0;0;0;0;0;0;0;0;0
12/04/2022;Portfolio;40127.18;25332.565158646736;32176.323869569285;0.0;-7.066490142407796e-18;0.07131561307087499;0.005619716223578097;553.7980297716142;-213.90931256824823;-1384220.8178567719;-20.85757682082829;215.86680950402302;254.6123315113896
13/04/2022;Options;41166.73;-990.1144767233366;-9495.99701391678;-0.007885315590802642;-0.13001428419317565;0.005387433895307297;-3.574437515735122e-05;9.605868435797234;-0.06373271055453199;-114405.27262243943;-2.672543107955598;0.057936559156091985;-1.0665064470302321
13/04/2022;Delta_hedge;41166.73;324.61265789136286;5352.262933523731;-0.024051326805003374;-0.2306716373614513;0;0;0;0;0;0;0;0
13/04/2022;Cash;41166.73;31308.204978564;38654.16666479977;0;0;0;0;0;0;0;0;0;0
13/04/2022;Portfolio;41166.73;30642.703159732027;34510.43258440672;-2.8984989185526293e-20;-1.3177097962311209e-17;0.11774028664489979;0.01048909039677356;915.3480452500885;-398.86562999550097;-2284995.9888656004;-38.15836933510617;356.91572684899455;475.0767809626807
14/04/2022;Options;39981.64;-1000.0;-2981.6399999999994;-0.0;-0.1340927811539958;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
14/04/2022;Delta_hedge;39981.64;0.0;5361.2493026978445;0;-0.07457523003058403;0;0;0;0;0;0;0;0
14/04/2022;Cash;39981.64;31632.817636455366;38645.18029562566;0;0;0;0;0;0;0;0;0;0
14/04/2022;Portfolio;39981.64;30632.817636455366;41024.78959832351;-5.798868587544659e-20;-2.2169393449128013e-17;0.23555656527708865;0.01764703978027931;1831.2868748357844;-671.0589167657383;-4571466.760841464;-64.1983466759273;714.0618144024758;799.2779674121493
